system   D            wsystem.c:583  maybe_parent_dir                 [   0.00137] Also searching C:\Users\Mike\Documents\GitHub\Vintage-RPG\
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.12272] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.12273] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.12275] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.12276] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12309] added dtor for object 04352C20, func 0F3425BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12362] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12365] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12444] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12453] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12455] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12456] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12457] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12459] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12460] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12461] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12462] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.12463] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.12464] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.12466] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.12467] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12517] added dtor for object 043591C8, func 0F3425BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12563] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12565] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12658] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12660] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12662] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12663] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12664] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12665] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12666] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12667] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12669] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.12670] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.12671] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.12672] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.12674] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12684] added dtor for object 04363058, func 0F3425BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12933] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12936] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13078] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13081] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13082] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13083] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13084] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13085] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13086] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13088] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13089] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.13090] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.13092] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.13093] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.13095] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13111] added dtor for object 04363888, func 0F3425BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13205] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13270] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13272] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13273] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13274] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13275] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13277] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13278] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13279] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13280] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.13281] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.13283] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.13284] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.13285] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13340] added dtor for object 04365DF0, func 0F3425BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13424] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13427] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13549] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13551] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13552] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13554] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13555] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13556] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13557] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13558] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13559] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.13561] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.13562] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.13563] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.13564] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13579] added dtor for object 0293C188, func 0F3425BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13601] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13604] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13646] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13649] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13768] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13770] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13792] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13794] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13820] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13821] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13849] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13851] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14006] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14008] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14097] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14099] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14149] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14151] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14177] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14179] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14219] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14221] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14261] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14498] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14500] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15485] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15487] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.15704] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.15705]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.15707] added dtor for object 043A2710, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.15791] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.15793]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.15794] added dtor for object 043CA458, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.16094] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.16096]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.16097] added dtor for object 043F2C28, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.16302] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.16304]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.16306] added dtor for object 0441AC18, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.16408] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.16409]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.16411] added dtor for object 04CA3A70, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.16486] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.16487]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.16488] added dtor for object 04CCB6E0, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.16579] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.16580]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.16582] added dtor for object 04CF3638, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.16665] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.16666]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.16668] added dtor for object 04D1B610, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.16771] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.16772]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.16774] added dtor for object 04D43748, func 0F341B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.16857] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.16858]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.16859] added dtor for object 04D6B588, func 0F341B63
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19332] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19334] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19335] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19335] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19336] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19337] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19338] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19338] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19339] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.19340] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.19341] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.19342] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.19343] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.19473] Glyph 57: 15x15 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.19504] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.19506] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.19671] Glyph 76: 4x15 (4x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20169] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20241] Glyph 81: 10x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20253] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20254] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20291] Glyph 87: 6x16 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20510] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20511] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20554] Glyph 68: 10x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20563] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20565] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20607] Glyph 74: 11x16 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20616] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20618] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20654] Glyph 72: 10x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20663] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20665] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.20693] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.20705] Glyph 53: 14x15 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20714] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20715] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20757] Glyph 51: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20767] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20768] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20808] Glyph 42: 14x15 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20818] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20819] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20854] Glyph 85: 7x12 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20865] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20910] Glyph 86: 9x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20920] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20921] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20975] Glyph 54: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20983] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20984] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21026] Glyph 83: 10x16 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21036] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21037] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21087] Glyph 70: 10x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21095] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21096] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21141] Glyph 82: 10x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21149] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21150] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21187] Glyph 37: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21195] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21197] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21308] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21311] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21367] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21369] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21387] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21389] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21405] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21407] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21421] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21423] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21443] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21445] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21499] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21504] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21521] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21523] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21537] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21539] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21561] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21563] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21577] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21579] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21597] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21619] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21621] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21632] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21633] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82904] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82910] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82913] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82916] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82919] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82922] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82925] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82928] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82933] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.82936] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.82940] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.82944] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.82947] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.83180] Glyph 60: 14x15 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.85403] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.85409] _al_d3d_sync_bitmap (video) ref count == 2
